CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
YCVF,LFS: Employment rate: Aged 16-24: UK: Male: %: NSA,,,2025-02-18,2025-03-20,
YCVI,LFS: Employment rate: Aged 16-24: UK: Female: %: NSA,,,2025-02-18,2025-03-20,
YCWD,LFS: ILO unemployment rate: Aged 16-24: UK: All: %: NSA,,,2025-02-18,2025-03-20,
YCWG,LFS: ILO unemployment rate: Aged 16-24: UK: Male: %: NSA,,,2025-02-18,2025-03-20,
YCWJ,LFS: ILO unemployment rate: Aged 16-24: UK: Female: %: NSA,,,2025-02-18,2025-03-20,
YCXE,LFS: Economic inactivity rate: Aged 16-24: UK: All: %: NSA,,,2025-02-18,2025-03-20,
YCXH,LFS: Economic inactivity rate: Aged 16-24: UK: Male: %: NSA,,,2025-02-18,2025-03-20,
YCXK,LFS: Economic inactivity rate: Aged 16-24: UK: Female: %: NSA,,,2025-02-18,2025-03-20,
YCZE,LFS: Population aged 16 and over: Northern Ireland: All: Thousands: NSA,,,2025-02-18,2025-03-20,
YXSN,International Comparison Employment Rates Austria,,,2025-02-18,2025-03-20,
YXSO,International Comparison Employment Rates Belgium,,,2025-02-18,2025-03-20,
YXSP,Internatioonal Comparison Employment Rates Denmark,,,2025-02-18,2025-03-20,
YXSQ,International Comparison Employment Rates Finland,,,2025-02-18,2025-03-20,
YXSR,International Comparison Employment Rates France,,,2025-02-18,2025-03-20,
YXSS,International Comparison Employment Rates Germany,,,2025-02-18,2025-03-20,
YXST,International Comparison Employment Rates Greece,,,2025-02-18,2025-03-20,
YXSU,International Comparison Employment Rates Ireland,,,2025-02-18,2025-03-20,
YXSV,International Comparison Employment Rates Italy,,,2025-02-18,2025-03-20,
YXSW,Internatioonal Comparison Employment Rates Luxembourg,,,2025-02-18,2025-03-20,
YXSX,International Comparison Employment Rates Netherlands,,,2025-02-18,2025-03-20,
YXSY,International Comparison Employment Rates Portugal,,,2025-02-18,2025-03-20,
YXSZ,International Comparison Employment Rates Spain,,,2025-02-18,2025-03-20,
YXTA,International Comparison Employment Rates Sweden,,,2025-02-18,2025-03-20,
YXTC,International Comparison Employment Rates: Eurozone,,,2025-02-18,2025-03-20,
ZSEX,LFS: Economically active: Northern Ireland: Male: Thousands: SA,,,2025-02-18,2025-03-20,
ZSEZ,LFS: Economically active: Northern Ireland: Female: Thousands: SA,,,2025-02-18,2025-03-20,
ZSFA,LFS: ILO unemployed: Northern Ireland: All: Thousands: SA,,,2025-02-18,2025-03-20,
ZSFB,LFS: ILO unemployment rate: Northern Ireland: All: %: SA,,%,2025-02-18,2025-03-20,
ZSFC,LFS: ILO unemployed: Northern Ireland: Male: Thousands: SA,,,2025-02-18,2025-03-20,
ZSFD,LFS: ILO unemployment rate: Northern Ireland: Male: %: SA,,%,2025-02-18,2025-03-20,
ZSFE,LFS: ILO unemployed: Northern Ireland: Female: Thousands: SA,,,2025-02-18,2025-03-20,
ZSFF,LFS: ILO unemployment rate: Northern Ireland: Female: %: SA,,%,2025-02-18,2025-03-20,
ZSFG,LFS: In employment: Northern Ireland: All: Thousands: SA,,,2025-02-18,2025-03-20,
ZSFI,LFS: In employment: Northern Ireland: Male: Thousands: SA,,,2025-02-18,2025-03-20,
ZSFJ,LFS: Employment rate: Northern Ireland: Aged 16-64: Male: %: SA,,%,2025-02-18,2025-03-20,
ZSFK,LFS: In employment: Northern Ireland: Female: Thousands: SA,,,2025-02-18,2025-03-20,
ZXDH,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Eurozone - Eurostat,,,2025-02-18,2025-03-20,
ZXDI,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Belgium - Eurostat,,,2025-02-18,2025-03-20,
ZXDJ,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Denmark - Eurostat,,,2025-02-18,2025-03-20,
ZXDK,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Germany - Eurostat,,,2025-02-18,2025-03-20,
ZXDL,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Greece - Eurostat,,,2025-02-18,2025-03-20,
ZXDM,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Spain - Eurostat,,,2025-02-18,2025-03-20,
ZXDN,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED France - Eurostat,,,2025-02-18,2025-03-20,
ZXDO,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Ireland - Eurostat,,,2025-02-18,2025-03-20,
ZXDP,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Italy - Eurostat,,,2025-02-18,2025-03-20,
ZXDQ,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Luxembourg - Eurostat,,,2025-02-18,2025-03-20,
ZXDR,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Netherlands - Eurostat,,,2025-02-18,2025-03-20,
ZXDS,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Austria - Eurostat,,,2025-02-18,2025-03-20,
ZXDT,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Portugal - Eurostat,,,2025-02-18,2025-03-20,
ZXDU,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Finland - Eurostat,,,2025-02-18,2025-03-20,
ZXDV,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Sweden - Eurostat,,,2025-02-18,2025-03-20,
ZXDW,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED United Kingdom Eurostat,,,2025-02-18,2025-03-20,
ZXDX,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED United States,,,2025-02-18,2025-03-20,
ZXDY,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Japan- Eurostat,,,2025-02-18,2025-03-20,
ZXDZ,STANDARDISED ILO UNEMPLOYMENT RATES SEASONALLY ADJUSTED Canada-OECD,,,2025-02-18,2025-03-20,
